,Wet/dry ratio (mean across 40 ensemble members)
1921-01-15,0.6458333333333333
1922-01-15,8.166666666666666
1923-01-15,0.8006993006993006
1924-01-15,0.875
1925-01-15,0.7125
1926-01-15,1.25
1927-01-15,0.9625
1928-01-15,0.6785714285714286
1929-01-15,1.125
1930-01-15,1.611111111111111
1931-01-15,0.8444444444444446
1932-01-15,0.43636363636363634
1933-01-15,2.3
1934-01-15,1.2767857142857144
1935-01-15,0.5902777777777778
1936-01-15,1.375
1937-01-15,0.3666666666666667
1938-01-15,1.4107142857142858
1939-01-15,0.8124999999999999
1940-01-15,1.5
1941-01-15,0.6333333333333333
1942-01-15,0.5793650793650794
1943-01-15,1.6666666666666667
1944-01-15,1.5416666666666665
1945-01-15,1.773809523809524
1946-01-15,0.5277777777777778
1947-01-15,0.3939393939393939
1948-01-15,1.0952380952380953
1949-01-15,1.092857142857143
1950-01-15,1.2261904761904763
1951-01-15,0.9603174603174603
1952-01-15,1.1428571428571428
1953-01-15,1.1111111111111112
1954-01-15,0.9571428571428571
1955-01-15,1.0555555555555556
1956-01-15,3.291666666666667
1957-01-15,0.24038461538461536
1958-01-15,1.9
1959-01-15,0.475
1960-01-15,1.65
1961-01-15,0.85
1962-01-15,0.15384615384615385
1963-01-15,0.888888888888889
1964-01-15,1.630952380952381
1965-01-15,4.625
1966-01-15,0.75
1967-01-15,1.5
1968-01-15,0.4772727272727273
1969-01-15,1.75
1970-01-15,3.4999999999999996
1971-01-15,1.3392857142857144
1972-01-15,1.5714285714285716
1973-01-15,1.0208333333333333
1974-01-15,1.6333333333333333
1975-01-15,0.5059523809523809
1976-01-15,2.5
1977-01-15,2.466666666666667
1978-01-15,1.0714285714285716
1979-01-15,1.2986111111111112
1980-01-15,2.125
1981-01-15,1.2430555555555556
1982-01-15,3.5
1983-01-15,3.791666666666666
1984-01-15,1.630952380952381
1985-01-15,0.7857142857142858
1986-01-15,0.4833333333333333
1987-01-15,0.9625
1988-01-15,2.666666666666667
1989-01-15,1.5
1990-01-15,0.9375
1991-01-15,0.8333333333333333
1992-01-15,2.0
1993-01-15,7.25
1994-01-15,1.0714285714285716
1995-01-15,0.8452380952380953
1996-01-15,0.8819444444444444
1997-01-15,4.833333333333334
1998-01-15,1.3666666666666667
1999-01-15,0.9090909090909091
2000-01-15,0.9
2001-01-15,1.2053571428571428
2002-01-15,1.3571428571428572
2003-01-15,1.2777777777777777
2004-01-15,1.1180555555555556
2005-01-15,1.4777777777777776
2006-01-15,0.5714285714285714
2007-01-15,1.5555555555555554
2008-01-15,1.2986111111111112
2009-01-15,1.3333333333333335
2010-01-15,3.0
2011-01-15,0.6888888888888889
2012-01-15,1.2857142857142858
2013-01-15,1.9166666666666667
2014-01-15,4.666666666666667
2015-01-15,2.0833333333333335
2016-01-15,0.8571428571428572
2017-01-15,0.5189393939393939
2018-01-15,2.3
2019-01-15,1.3412698412698414
2020-01-15,0.5273109243697479
2021-01-15,1.3333333333333335
2022-01-15,1.8333333333333335
2023-01-15,0.9
2024-01-15,0.7444444444444445
2025-01-15,0.9545454545454546
2026-01-15,0.8814102564102564
2027-01-15,1.3166666666666667
2028-01-15,0.7083333333333333
2029-01-15,1.125
2030-01-15,0.6785714285714286
2031-01-15,0.6833333333333333
2032-01-15,2.571428571428571
2033-01-15,5.833333333333334
2034-01-15,0.6538461538461537
2035-01-15,0.3125
2036-01-15,0.44551282051282054
2037-01-15,0.7321428571428571
2038-01-15,2.0803571428571432
2039-01-15,1.0
2040-01-15,1.0
2041-01-15,1.0
2042-01-15,1.1611111111111112
2043-01-15,0.9545454545454546
2044-01-15,0.8076923076923077
2045-01-15,1.0045454545454546
2046-01-15,1.0625
2047-01-15,1.3222222222222222
2048-01-15,1.4444444444444444
2049-01-15,1.3
2050-01-15,1.2222222222222223
2051-01-15,1.3095238095238098
2052-01-15,2.131944444444444
2053-01-15,1.1055555555555556
2054-01-15,0.4772727272727273
2055-01-15,1.45
2056-01-15,1.625
2057-01-15,1.3125
2058-01-15,0.8555555555555556
2059-01-15,2.104166666666667
2060-01-15,3.825
2061-01-15,1.4777777777777776
2062-01-15,3.0
2063-01-15,1.3181818181818181
2064-01-15,0.8090909090909091
2065-01-15,1.0454545454545454
2066-01-15,1.1611111111111112
2067-01-15,1.5416666666666665
2068-01-15,1.2909090909090908
2069-01-15,1.588888888888889
2070-01-15,1.0625
2071-01-15,2.111111111111111
2072-01-15,3.0166666666666666
2073-01-15,1.0045454545454546
2074-01-15,0.8159340659340659
2075-01-15,1.15
2076-01-15,2.0069444444444446
2077-01-15,1.3499999999999999
2078-01-15,0.696969696969697
2079-01-15,0.9305555555555556
2080-01-15,1.044871794871795
2081-01-15,5.166666666666667
2082-01-15,4.291666666666667
2083-01-15,1.7777777777777777
2084-01-15,1.175
2085-01-15,1.2909090909090908
2086-01-15,3.0833333333333335
2087-01-15,1.4863636363636363
2088-01-15,1.0097402597402598
2089-01-15,1.885714285714286
2090-01-15,2.0267857142857144
2091-01-15,1.625
2092-01-15,0.5681818181818181
2093-01-15,1.1006493506493507
2094-01-15,3.9749999999999996
2095-01-15,0.95
2096-01-15,0.8125
2097-01-15,2.3833333333333337
2098-01-15,2.1875
2099-01-15,1.3625
2100-01-15,1.875
