,Wet/dry ratio (mean across 40 ensemble members)
1921-01-15,0.687962962962963
1922-01-15,5.033333333333333
1923-01-15,0.9067814901148233
1924-01-15,0.987962962962963
1925-01-15,0.7040123456790123
1926-01-15,1.0287317620650953
1927-01-15,1.0169993586660253
1928-01-15,0.6429453262786596
1929-01-15,1.1941798941798945
1930-01-15,1.63505291005291
1931-01-15,0.8005611672278339
1932-01-15,0.26820586820586817
1933-01-15,1.6412698412698414
1934-01-15,1.3359347442680776
1935-01-15,0.5091710758377425
1936-01-15,1.3015432098765432
1937-01-15,0.38210184876851544
1938-01-15,1.3421516754850087
1939-01-15,0.6984567901234567
1940-01-15,1.2559523809523812
1941-01-15,0.6274592691259357
1942-01-15,0.5173160173160173
1943-01-15,1.4378306878306877
1944-01-15,1.631481481481482
1945-01-15,1.652557319223986
1946-01-15,0.5813973063973062
1947-01-15,0.45337995337995335
1948-01-15,0.9645502645502647
1949-01-15,0.8597763347763347
1950-01-15,1.2249559082892418
1951-01-15,0.943342151675485
1952-01-15,1.1373015873015875
1953-01-15,1.135578002244669
1954-01-15,1.0952380952380951
1955-01-15,1.1226190476190476
1956-01-15,3.1055555555555556
1957-01-15,0.19771524771524773
1958-01-15,1.8402116402116404
1959-01-15,0.41913271913271916
1960-01-15,1.431878306878307
1961-01-15,0.7355459355459356
1962-01-15,0.18825757575757573
1963-01-15,0.9728395061728395
1964-01-15,1.993121693121693
1965-01-15,5.203703703703703
1966-01-15,0.6856341189674523
1967-01-15,1.3854497354497355
1968-01-15,0.4072409072409073
1969-01-15,1.6989417989417992
1970-01-15,3.7685185185185186
1971-01-15,1.3022486772486772
1972-01-15,1.3240740740740742
1973-01-15,1.1342592592592593
1974-01-15,1.956878306878307
1975-01-15,0.5432419432419432
1976-01-15,3.2539682539682544
1977-01-15,2.566666666666667
1978-01-15,1.2361111111111114
1979-01-15,1.4580246913580248
1980-01-15,2.288888888888889
1981-01-15,1.3489858906525571
1982-01-15,4.0092592592592595
1983-01-15,3.8407407407407406
1984-01-15,1.3716931216931219
1985-01-15,0.8794335294335296
1986-01-15,0.5645095645095645
1987-01-15,0.9481481481481482
